satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,Quit_the_Company,promotion_last_5years,Departments,salary,employee_id
0.46,0.69,2,159,2,0,0,0,sales,low,EMP02161
0.63,0.57,4,177,3,1,0,0,sales,low,EMP02162
0.54,0.96,4,248,3,0,0,0,sales,low,EMP02163
1,0.49,3,185,2,0,0,0,sales,low,EMP02164
0.97,0.66,4,149,2,0,0,0,accounting,low,EMP02165
0.9,0.92,3,152,3,0,0,0,accounting,low,EMP02166
0.75,0.7,3,129,3,0,0,0,accounting,medium,EMP02167
0.92,0.84,4,208,2,0,0,0,hr,medium,EMP02168
0.8,0.94,4,136,2,0,0,0,hr,medium,EMP02169
0.57,0.81,3,142,2,0,0,0,hr,medium,EMP02170
0.81,0.94,3,225,4,0,0,0,hr,medium,EMP02171
0.64,0.6,3,143,3,0,0,0,technical,medium,EMP02172
0.71,0.54,4,215,3,0,0,0,technical,medium,EMP02173
0.35,0.58,3,229,6,1,0,0,technical,medium,EMP02174
0.88,0.81,5,193,5,0,0,0,technical,medium,EMP02175
0.13,0.59,5,160,5,0,0,0,technical,medium,EMP02176
0.82,0.73,4,195,5,1,0,0,technical,medium,EMP02177
0.17,0.92,4,189,2,0,0,0,technical,medium,EMP02178
0.21,0.82,4,207,5,0,0,0,technical,high,EMP02179
0.89,0.47,4,108,3,0,0,0,technical,low,EMP02180
0.2,0.72,6,224,4,0,0,0,technical,medium,EMP02181
0.99,0.81,5,180,3,1,0,0,technical,medium,EMP02182
0.26,0.85,6,152,4,0,0,0,support,medium,EMP02183
0.22,0.53,4,244,2,0,0,0,support,medium,EMP02184
0.79,0.84,3,176,3,0,0,0,support,low,EMP02185
0.73,0.79,4,145,2,1,0,0,support,low,EMP02186
0.83,0.54,3,149,3,0,0,0,support,low,EMP02187
0.42,0.54,3,122,4,0,0,0,support,low,EMP02188
0.18,0.8,2,110,5,0,0,0,support,low,EMP02189
0.92,0.91,4,222,2,0,0,0,support,low,EMP02190
0.87,0.52,3,237,3,0,0,0,support,low,EMP02191
0.72,0.65,4,224,3,0,0,0,support,low,EMP02192
0.64,0.58,5,115,5,0,0,0,support,low,EMP02193
1,0.66,4,180,3,0,0,0,technical,low,EMP02194
0.83,0.65,4,162,3,0,0,0,technical,low,EMP02195
0.98,0.58,4,136,3,0,0,0,technical,low,EMP02196
0.7,0.87,3,260,2,0,0,0,management,low,EMP02197
0.9,0.79,4,150,2,0,0,0,IT,low,EMP02198
0.55,0.99,4,248,3,0,0,0,IT,low,EMP02199
0.78,0.84,3,233,3,1,0,0,IT,low,EMP02200
0.89,0.53,5,272,3,0,0,0,IT,low,EMP02201
0.17,0.59,3,197,5,0,0,0,IT,low,EMP02202
0.14,0.64,5,164,5,0,0,0,product_mng,low,EMP02203
0.85,0.57,4,216,2,0,0,0,product_mng,low,EMP02204
0.84,0.79,4,266,3,1,0,0,product_mng,low,EMP02205
0.7,0.69,3,102,4,1,0,0,product_mng,medium,EMP02206
0.16,0.98,5,284,5,0,0,0,IT,medium,EMP02207
0.51,0.69,3,145,2,1,0,0,RandD,medium,EMP02208
0.6,0.89,3,167,4,0,0,0,RandD,medium,EMP02209
0.5,0.63,3,172,2,0,0,0,RandD,medium,EMP02210
0.43,0.39,5,198,5,0,0,0,RandD,medium,EMP02211
0.5,0.7,4,201,4,0,0,0,RandD,medium,EMP02212
0.91,0.89,4,197,4,0,0,0,marketing,medium,EMP02213
0.65,0.93,4,270,2,0,0,0,sales,medium,EMP02214
0.59,0.52,2,149,3,0,0,0,accounting,medium,EMP02215
0.89,0.56,3,256,3,0,0,0,support,medium,EMP02216
0.97,0.6,3,162,3,0,0,0,technical,medium,EMP02217
0.56,0.97,5,163,2,0,0,0,management,high,EMP02218
0.76,0.93,3,266,3,1,0,0,marketing,low,EMP02219
0.28,0.55,4,208,4,0,0,0,marketing,medium,EMP02220
0.75,0.51,4,138,4,0,0,0,marketing,medium,EMP02221
0.78,0.81,4,232,3,0,0,0,sales,medium,EMP02222
0.26,0.63,6,100,4,0,0,0,sales,medium,EMP02223
0.53,0.72,2,172,5,0,0,0,sales,low,EMP02224
0.25,0.41,3,133,6,1,0,0,sales,low,EMP02225
0.82,0.51,3,234,3,0,0,0,sales,low,EMP02226
0.71,0.57,2,183,4,0,0,0,sales,low,EMP02227
0.61,0.95,4,174,4,0,0,0,sales,low,EMP02228
0.89,0.68,3,175,2,0,0,0,sales,low,EMP02229
0.57,0.78,3,109,3,1,0,0,sales,low,EMP02230
0.93,0.8,4,248,3,0,0,0,sales,low,EMP02231
0.61,0.84,5,104,4,0,0,0,sales,low,EMP02232
0.56,0.62,3,154,2,0,0,0,sales,low,EMP02233
0.7,0.89,6,214,2,0,0,0,sales,low,EMP02234
0.9,0.64,4,209,4,0,0,0,sales,low,EMP02235
0.15,0.74,6,212,2,0,0,0,sales,low,EMP02236
0.39,0.36,3,168,3,1,0,0,sales,low,EMP02237
0.74,0.72,4,176,3,0,0,0,sales,low,EMP02238
0.7,0.61,4,163,4,1,0,0,sales,low,EMP02239
0.72,0.93,4,148,2,0,0,0,sales,low,EMP02240
0.61,0.97,3,137,3,0,0,0,accounting,low,EMP02241
0.96,1,5,162,3,0,0,0,accounting,low,EMP02242
0.7,0.59,4,216,3,0,0,0,accounting,low,EMP02243
0.92,0.49,3,240,2,0,0,0,hr,low,EMP02244
0.72,0.56,4,176,2,0,0,0,hr,medium,EMP02245
0.53,0.75,6,192,6,0,0,0,hr,medium,EMP02246
0.67,0.85,3,160,4,0,0,0,hr,medium,EMP02247
0.78,0.8,4,194,2,1,0,0,technical,medium,EMP02248
0.53,0.75,4,239,2,1,0,0,technical,medium,EMP02249
0.9,0.48,4,204,3,0,0,0,technical,medium,EMP02250
0.16,0.9,5,258,3,0,0,0,technical,medium,EMP02251
0.62,0.38,3,257,3,0,0,0,technical,medium,EMP02252
0.62,0.98,4,137,3,0,0,0,technical,medium,EMP02253
0.22,0.52,6,175,4,0,0,0,technical,medium,EMP02254
0.91,0.82,3,183,3,0,0,0,technical,medium,EMP02255
0.87,0.74,4,190,4,0,0,0,technical,medium,EMP02256
0.95,0.69,3,225,2,0,0,0,technical,high,EMP02257
0.99,0.75,3,215,3,0,0,0,technical,low,EMP02258
0.99,0.57,3,176,4,1,0,0,support,medium,EMP02259
0.77,0.99,4,153,3,1,0,0,support,medium,EMP02260
0.75,0.68,3,150,2,1,0,0,support,medium,EMP02261
0.83,0.54,4,259,5,0,0,0,support,medium,EMP02262
0.61,0.39,3,99,2,0,0,0,support,low,EMP02263
0.91,0.97,3,167,2,0,0,0,support,low,EMP02264
0.47,0.64,3,192,3,0,0,0,support,low,EMP02265
0.77,0.61,5,146,3,0,0,0,support,low,EMP02266
0.55,0.51,3,190,3,0,0,0,support,low,EMP02267
0.32,0.48,5,246,3,0,0,0,support,low,EMP02268
0.96,0.67,6,190,3,0,0,0,support,low,EMP02269
0.72,0.79,5,260,2,0,0,0,technical,low,EMP02270
0.8,0.9,4,136,3,0,0,0,technical,low,EMP02271
0.61,0.55,4,231,3,0,0,0,technical,low,EMP02272
0.97,0.88,3,204,2,0,0,0,management,low,EMP02273
0.63,0.93,4,201,3,0,0,0,IT,low,EMP02274
0.92,0.92,3,159,3,0,0,0,IT,low,EMP02275
0.94,0.74,5,171,3,0,0,0,IT,low,EMP02276
0.79,0.72,6,240,4,0,0,0,IT,low,EMP02277
0.75,0.73,2,152,4,0,0,0,IT,low,EMP02278
0.78,0.99,3,151,3,1,0,0,product_mng,low,EMP02279
0.96,0.45,6,232,2,1,0,0,product_mng,low,EMP02280
0.65,0.68,4,128,5,0,0,0,product_mng,low,EMP02281
0.18,0.94,3,187,6,1,0,0,product_mng,low,EMP02282
0.94,0.51,3,160,2,0,0,0,IT,low,EMP02283
0.84,0.79,4,259,3,0,0,0,RandD,medium,EMP02284
0.67,0.54,2,136,2,0,0,0,RandD,medium,EMP02285
0.71,0.5,4,253,3,0,0,0,RandD,medium,EMP02286
0.56,0.64,3,260,3,0,0,0,RandD,medium,EMP02287
0.29,0.56,5,231,6,0,0,0,RandD,medium,EMP02288
0.47,0.9,3,101,2,1,0,0,marketing,medium,EMP02289
0.4,0.69,2,174,3,0,0,0,sales,medium,EMP02290
0.81,0.82,4,167,2,0,0,0,accounting,medium,EMP02291
0.96,0.99,3,148,3,0,0,0,support,medium,EMP02292
0.99,0.75,6,139,5,1,0,0,technical,medium,EMP02293
0.75,0.77,4,136,3,0,0,0,management,medium,EMP02294
0.75,0.74,4,153,2,0,0,0,marketing,medium,EMP02295
1,0.86,4,161,2,0,0,0,marketing,high,EMP02296
0.52,0.53,2,163,2,0,0,0,marketing,low,EMP02297
0.98,0.74,3,164,3,0,0,0,sales,medium,EMP02298
0.6,0.64,2,137,5,0,0,0,sales,medium,EMP02299
0.38,0.44,3,137,3,0,0,0,sales,medium,EMP02300
0.51,0.41,6,106,5,0,0,0,sales,medium,EMP02301
0.91,0.61,2,272,2,0,0,0,sales,low,EMP02302
0.56,0.62,5,238,3,0,0,0,sales,low,EMP02303
0.58,0.69,4,223,4,0,0,0,sales,low,EMP02304
0.51,0.53,3,201,2,0,0,0,sales,low,EMP02305
0.91,0.55,6,97,4,0,0,0,sales,low,EMP02306
0.8,0.98,2,232,6,1,0,0,sales,low,EMP02307
0.55,0.83,4,199,3,0,0,0,sales,low,EMP02308
0.62,0.53,3,141,3,0,0,0,sales,low,EMP02309
0.62,0.6,3,171,2,0,0,0,sales,low,EMP02310
0.87,0.58,4,212,3,0,0,0,sales,low,EMP02311
0.65,0.5,5,270,2,0,0,0,sales,low,EMP02312
0.51,0.64,3,267,2,0,0,0,sales,low,EMP02313
0.98,0.77,3,134,2,1,0,0,sales,low,EMP02314
0.13,0.43,4,165,5,0,0,0,sales,low,EMP02315
0.78,0.76,5,168,4,1,0,0,sales,low,EMP02316
0.6,0.98,3,262,2,0,0,0,accounting,low,EMP02317
0.68,0.69,3,185,2,0,0,0,accounting,low,EMP02318
0.55,0.84,3,237,3,0,0,0,accounting,low,EMP02319
0.99,0.79,4,192,3,0,0,0,hr,low,EMP02320
0.92,0.68,5,236,2,0,0,0,hr,low,EMP02321
1,0.65,4,202,4,1,0,0,hr,low,EMP02322
0.77,0.93,4,171,2,0,0,0,hr,medium,EMP02323
0.86,0.7,5,160,3,0,0,0,technical,medium,EMP02324
0.89,0.84,2,252,3,0,0,0,technical,medium,EMP02325
0.58,0.55,5,206,3,0,0,0,technical,medium,EMP02326
0.56,0.66,3,212,2,0,0,0,technical,medium,EMP02327
0.38,0.64,3,111,3,0,0,0,technical,medium,EMP02328
0.62,0.64,3,240,2,0,0,0,technical,medium,EMP02329
0.66,0.77,2,171,2,0,0,0,technical,medium,EMP02330
0.3,0.44,3,129,2,0,0,0,technical,medium,EMP02331
0.82,0.83,3,271,2,0,0,0,technical,medium,EMP02332
0.96,0.68,4,162,2,0,0,0,technical,medium,EMP02333
0.66,0.95,3,191,3,0,0,0,technical,medium,EMP02334
0.79,0.5,5,176,3,0,0,0,support,high,EMP02335
0.97,0.77,3,182,2,1,0,0,support,low,EMP02336
0.59,0.65,3,226,3,0,0,0,support,medium,EMP02337
0.57,0.48,4,161,3,0,0,0,support,medium,EMP02338
0.64,0.53,4,163,3,0,0,0,support,medium,EMP02339
0.14,0.51,5,173,4,0,0,0,support,medium,EMP02340
0.48,0.55,3,228,2,0,0,0,support,low,EMP02341
0.78,1,3,139,3,0,0,0,support,low,EMP02342
0.96,0.62,5,128,5,0,0,0,support,low,EMP02343
0.82,0.97,3,115,2,1,0,0,support,low,EMP02344
0.94,0.9,5,191,4,0,0,0,support,low,EMP02345
0.95,0.66,4,183,3,0,0,0,technical,low,EMP02346
0.59,0.43,3,173,3,0,0,0,technical,low,EMP02347
0.69,0.89,4,174,2,0,0,0,technical,low,EMP02348
0.74,0.72,3,213,3,0,0,0,management,low,EMP02349
0.67,0.67,4,192,4,0,0,0,IT,low,EMP02350
0.83,0.52,3,167,2,1,0,0,IT,low,EMP02351
0.81,0.85,3,263,3,1,0,0,IT,low,EMP02352
0.54,0.73,2,100,3,0,0,0,IT,low,EMP02353
0.89,0.83,3,164,3,0,0,0,IT,low,EMP02354
0.79,0.74,5,172,2,0,0,0,product_mng,low,EMP02355
0.46,0.58,4,171,3,0,0,0,product_mng,low,EMP02356
0.99,0.93,4,236,3,0,0,0,product_mng,low,EMP02357
0.75,0.9,5,186,4,0,0,0,product_mng,low,EMP02358
0.93,0.82,4,175,3,0,0,0,IT,low,EMP02359
0.65,0.6,5,227,3,0,0,0,RandD,low,EMP02360
0.19,0.63,4,142,6,0,0,0,RandD,low,EMP02361
0.48,0.61,2,121,2,0,0,0,RandD,medium,EMP02362
0.95,0.64,5,234,3,0,0,0,RandD,medium,EMP02363
0.92,0.77,4,185,3,0,0,0,RandD,medium,EMP02364
0.84,0.54,4,160,3,0,0,0,marketing,medium,EMP02365
0.37,0.63,4,153,3,1,0,0,sales,medium,EMP02366
0.22,0.74,3,199,6,0,0,0,accounting,medium,EMP02367
0.64,0.54,3,166,2,0,0,0,support,medium,EMP02368
0.72,0.88,2,247,3,0,0,0,technical,medium,EMP02369
0.48,0.69,4,245,3,0,0,0,management,medium,EMP02370
0.12,0.55,5,242,4,0,0,0,marketing,medium,EMP02371
0.78,0.98,5,158,2,0,0,0,marketing,medium,EMP02372
0.71,0.74,3,163,3,1,0,0,marketing,medium,EMP02373
0.38,0.69,3,99,3,1,0,0,sales,high,EMP02374
0.57,0.85,4,164,3,0,0,0,sales,low,EMP02375
0.72,0.51,3,160,3,0,0,0,sales,medium,EMP02376
0.6,0.57,2,184,3,0,0,0,sales,medium,EMP02377
0.61,0.55,5,266,2,0,0,0,sales,medium,EMP02378
0.67,0.64,4,190,2,0,0,0,sales,medium,EMP02379
0.97,0.97,5,192,2,0,0,0,sales,low,EMP02380
0.22,0.6,3,205,6,1,0,0,sales,low,EMP02381
0.15,0.53,4,205,5,1,0,0,sales,low,EMP02382
0.6,0.6,3,258,3,0,0,0,sales,low,EMP02383
0.15,0.8,5,151,2,1,0,0,sales,low,EMP02384
0.5,0.81,3,148,2,0,0,0,sales,low,EMP02385
0.9,0.67,3,179,2,0,0,0,sales,low,EMP02386
0.84,0.51,6,141,2,1,0,0,sales,low,EMP02387
0.74,0.78,5,216,2,0,0,0,sales,low,EMP02388
0.72,0.51,3,235,2,0,0,0,sales,low,EMP02389
0.93,0.63,3,160,4,1,0,0,sales,low,EMP02390
0.54,0.69,3,141,4,0,0,0,sales,low,EMP02391
0.87,0.65,4,246,2,1,0,0,sales,low,EMP02392
0.19,0.98,5,226,4,1,0,0,accounting,low,EMP02393
0.33,0.4,4,212,2,1,0,0,accounting,low,EMP02394
0.94,0.93,4,220,3,0,0,0,accounting,low,EMP02395
0.77,0.49,4,266,2,0,0,0,hr,low,EMP02396
0.48,0.82,3,183,2,0,0,0,hr,low,EMP02397
0.7,0.74,5,263,3,1,0,0,hr,low,EMP02398
0.54,0.93,4,161,4,1,0,0,hr,low,EMP02399
0.61,0.98,4,199,2,0,0,0,technical,low,EMP02400
0.97,0.4,4,258,4,1,0,0,technical,medium,EMP02401
0.6,0.85,3,209,2,1,0,0,technical,medium,EMP02402
0.93,0.84,5,135,3,0,0,0,technical,medium,EMP02403
0.48,0.69,4,222,2,0,0,0,technical,medium,EMP02404
0.16,0.76,5,192,3,0,0,0,technical,medium,EMP02405
0.18,0.75,3,250,3,0,0,0,technical,medium,EMP02406
0.84,0.75,3,187,3,1,0,0,technical,medium,EMP02407
0.69,0.63,4,217,3,0,0,0,technical,medium,EMP02408
0.22,0.88,4,213,3,1,0,0,technical,medium,EMP02409
0.83,0.52,4,273,3,0,0,0,technical,medium,EMP02410
0.58,0.5,2,132,3,0,0,0,support,medium,EMP02411
0.61,0.62,4,140,3,1,0,0,support,medium,EMP02412
0.67,0.5,4,173,2,1,0,0,support,high,EMP02413
0.56,0.76,4,189,2,0,0,0,support,low,EMP02414
0.74,0.74,3,156,3,0,0,0,support,medium,EMP02415
0.92,0.97,4,238,5,1,0,0,support,medium,EMP02416
0.81,0.68,5,230,2,0,0,0,support,medium,EMP02417
0.48,0.49,4,242,2,1,0,0,support,medium,EMP02418
0.73,0.72,4,197,3,0,0,0,support,low,EMP02419
0.97,0.66,6,164,5,0,0,0,support,low,EMP02420
0.15,0.51,6,248,5,0,0,0,support,low,EMP02421
0.69,0.76,5,255,6,0,0,0,technical,low,EMP02422
0.61,0.68,5,225,4,0,0,0,technical,low,EMP02423
0.86,0.58,3,151,2,0,0,0,technical,low,EMP02424
0.55,0.88,4,252,3,0,0,0,management,low,EMP02425
0.9,0.74,4,206,4,1,0,0,IT,low,EMP02426
0.65,0.4,2,141,2,0,0,0,IT,low,EMP02427
0.81,0.92,5,259,3,0,0,0,IT,low,EMP02428
0.65,0.86,5,250,3,0,0,0,IT,low,EMP02429
0.47,0.86,4,169,6,0,0,0,IT,low,EMP02430
0.93,0.53,3,200,3,1,0,0,product_mng,low,EMP02431
0.77,0.9,4,104,5,0,0,0,product_mng,low,EMP02432
0.87,0.82,6,176,3,0,0,0,product_mng,low,EMP02433
0.87,0.84,5,137,2,0,0,0,product_mng,low,EMP02434
0.65,0.75,2,151,3,0,0,0,IT,low,EMP02435
0.21,0.7,6,130,6,1,0,0,RandD,low,EMP02436
0.75,0.59,4,199,2,0,0,0,RandD,low,EMP02437
0.72,0.86,4,191,2,0,0,0,RandD,low,EMP02438
0.88,0.63,3,273,3,1,0,0,RandD,low,EMP02439
0.66,0.58,3,205,3,0,0,0,RandD,medium,EMP02440
0.8,0.75,3,181,3,0,0,0,marketing,medium,EMP02441
0.22,0.55,4,261,3,1,0,0,sales,medium,EMP02442
0.92,0.69,3,192,3,0,0,0,accounting,medium,EMP02443
0.54,0.77,4,271,3,0,0,0,support,medium,EMP02444
0.91,0.56,4,158,3,0,0,0,technical,medium,EMP02445
0.77,0.83,4,231,2,0,0,0,management,medium,EMP02446
0.61,0.51,3,156,3,1,0,0,marketing,medium,EMP02447
0.48,0.9,4,201,4,0,0,0,marketing,medium,EMP02448
0.25,0.69,3,187,4,0,0,0,marketing,medium,EMP02449
0.91,0.7,3,132,4,0,0,0,sales,medium,EMP02450
0.72,0.58,5,147,3,1,0,0,sales,medium,EMP02451
0.77,0.71,4,223,3,0,0,0,sales,high,EMP02452
0.41,0.4,2,194,2,0,0,0,sales,low,EMP02453
0.51,0.49,4,234,2,0,0,0,sales,medium,EMP02454
0.72,0.79,3,149,3,0,0,0,sales,medium,EMP02455
0.47,0.57,3,162,3,1,0,0,sales,medium,EMP02456
0.53,0.67,4,238,2,0,0,0,sales,medium,EMP02457
0.65,0.52,5,149,3,0,0,0,sales,low,EMP02458
0.18,0.75,4,170,5,0,0,0,sales,low,EMP02459
0.61,0.48,3,250,2,0,0,0,sales,low,EMP02460
0.86,0.72,4,167,2,0,0,0,sales,low,EMP02461
0.14,0.77,4,166,5,0,0,0,sales,low,EMP02462
0.63,0.8,3,205,2,0,0,0,sales,low,EMP02463
0.79,0.57,3,250,3,0,0,0,sales,low,EMP02464
0.78,0.97,4,142,3,0,0,0,sales,low,EMP02465
0.14,0.52,4,217,6,0,0,0,sales,low,EMP02466
0.85,0.54,3,139,3,0,0,0,sales,low,EMP02467
0.85,0.75,4,139,3,0,0,0,sales,low,EMP02468
0.91,0.76,5,152,3,0,0,0,accounting,low,EMP02469
0.76,0.74,3,224,2,0,0,0,accounting,low,EMP02470
0.62,0.72,5,180,3,0,0,0,accounting,low,EMP02471
0.53,0.69,4,216,2,0,0,0,hr,low,EMP02472
0.97,0.63,3,133,3,0,0,0,hr,low,EMP02473
0.48,0.53,4,271,3,0,0,0,hr,low,EMP02474
0.5,0.55,4,148,3,1,0,0,hr,low,EMP02475
0.32,0.42,2,99,4,0,0,0,technical,low,EMP02476
0.58,0.77,4,196,2,1,0,0,technical,low,EMP02477
0.81,0.83,3,196,2,0,0,0,technical,low,EMP02478
0.48,0.84,4,228,3,0,0,0,technical,medium,EMP02479
0.96,0.88,4,165,2,0,0,0,technical,medium,EMP02480
0.56,0.9,3,235,2,0,0,0,technical,medium,EMP02481
0.63,0.96,4,167,2,0,0,0,technical,medium,EMP02482
0.21,0.5,5,255,5,0,0,0,technical,medium,EMP02483
0.94,0.78,3,184,3,1,0,0,technical,medium,EMP02484
0.94,0.89,4,239,3,0,0,0,technical,medium,EMP02485
0.96,0.54,3,153,2,0,0,0,technical,medium,EMP02486
0.49,0.5,4,187,5,1,0,0,support,medium,EMP02487
0.82,0.68,2,285,2,0,0,0,support,medium,EMP02488
0.6,0.5,3,274,3,0,0,0,support,medium,EMP02489
0.76,0.5,3,156,3,1,0,0,support,medium,EMP02490
0.69,0.64,5,265,2,1,0,0,support,high,EMP02491
1,0.94,4,144,3,0,0,0,support,low,EMP02492
0.62,0.66,4,143,3,0,0,0,support,medium,EMP02493
0.4,0.99,4,214,6,1,0,0,support,medium,EMP02494
0.94,0.91,3,163,3,0,0,0,support,medium,EMP02495
0.76,0.84,4,236,4,0,0,0,support,medium,EMP02496
0.58,0.69,3,146,4,0,0,0,support,low,EMP02497
0.85,0.78,4,106,2,0,0,0,technical,low,EMP02498
0.45,0.52,2,105,3,0,0,0,technical,low,EMP02499
0.13,0.67,3,181,4,0,0,0,technical,low,EMP02500
0.24,0.5,5,174,4,0,0,0,management,low,EMP02501
0.64,0.69,3,207,2,1,0,0,IT,low,EMP02502
0.63,0.61,6,118,2,0,0,0,IT,low,EMP02503
0.61,0.99,4,251,2,0,0,0,IT,low,EMP02504
0.71,0.99,2,136,3,0,0,0,IT,low,EMP02505
0.9,0.89,5,249,3,1,0,0,IT,low,EMP02506
0.17,0.76,4,171,5,0,0,0,product_mng,low,EMP02507
0.93,0.97,3,256,2,1,0,0,product_mng,low,EMP02508
0.83,0.89,5,141,3,1,0,0,product_mng,low,EMP02509
0.58,0.75,4,186,2,0,0,0,product_mng,low,EMP02510
0.76,0.5,3,258,3,0,0,0,IT,low,EMP02511
0.5,0.78,3,228,2,0,0,0,RandD,low,EMP02512
0.22,0.81,5,205,4,0,0,0,RandD,low,EMP02513
0.9,0.88,4,174,3,0,0,0,RandD,low,EMP02514
0.7,0.63,3,155,4,1,0,0,RandD,low,EMP02515
0.73,0.85,5,245,3,0,0,0,RandD,low,EMP02516
0.84,0.87,3,271,3,0,0,0,marketing,low,EMP02517
0.55,0.63,5,184,4,0,0,0,marketing,medium,EMP02518
0.63,0.98,4,175,2,0,0,0,sales,medium,EMP02519
0.51,0.92,3,224,3,0,0,0,accounting,medium,EMP02520
0.81,0.76,4,177,3,0,0,0,support,medium,EMP02521
0.8,0.96,4,268,3,0,0,0,technical,medium,EMP02522
0.99,0.97,4,208,3,0,0,0,management,medium,EMP02523
0.9,0.87,5,219,2,0,0,0,marketing,medium,EMP02524
0.65,0.67,5,128,5,0,0,0,marketing,medium,EMP02525
0.75,0.75,3,273,3,0,0,0,marketing,medium,EMP02526
0.62,0.49,4,218,4,0,0,0,sales,medium,EMP02527
0.61,0.63,5,230,3,0,0,0,sales,medium,EMP02528
0.24,0.6,4,195,5,0,0,0,sales,medium,EMP02529
0.71,0.63,3,254,3,1,0,0,sales,high,EMP02530
0.49,0.8,2,275,2,0,0,0,sales,low,EMP02531
0.44,0.66,3,162,2,0,0,0,sales,medium,EMP02532
0.75,0.87,4,193,3,0,0,0,sales,medium,EMP02533
0.74,0.84,3,239,4,0,0,0,sales,medium,EMP02534
0.62,0.87,5,149,3,0,0,0,sales,medium,EMP02535
0.51,0.58,3,155,3,0,0,0,sales,low,EMP02536
0.61,0.59,5,271,2,0,0,0,sales,low,EMP02537
0.56,0.49,5,163,3,0,0,0,sales,low,EMP02538
0.79,0.76,3,160,3,0,0,0,sales,low,EMP02539
0.68,0.75,6,274,5,0,0,0,sales,low,EMP02540
0.9,0.84,2,199,3,0,0,0,sales,low,EMP02541
0.83,0.93,5,241,3,0,0,0,sales,low,EMP02542
0.94,0.82,3,187,3,0,0,0,sales,low,EMP02543
0.21,0.65,5,223,3,1,0,0,sales,low,EMP02544
0.58,0.87,3,268,2,0,0,0,sales,low,EMP02545
0.52,0.38,6,169,3,0,0,0,accounting,low,EMP02546
0.18,0.67,5,285,5,0,0,0,accounting,low,EMP02547
0.94,0.91,5,254,3,0,0,0,accounting,low,EMP02548
0.69,0.5,3,208,4,0,0,0,hr,low,EMP02549
0.65,0.83,4,218,3,0,0,0,hr,low,EMP02550
0.46,0.62,2,187,3,0,0,0,hr,low,EMP02551
0.72,0.62,4,256,3,0,0,0,hr,low,EMP02552
0.3,0.37,6,278,3,0,0,0,technical,low,EMP02553
0.51,0.51,4,204,2,0,0,0,technical,low,EMP02554
0.43,0.75,3,108,2,0,0,0,technical,low,EMP02555
0.56,0.94,3,226,2,0,0,0,technical,low,EMP02556
0.63,0.91,4,246,3,0,0,0,technical,medium,EMP02557
0.61,0.55,5,260,3,0,0,0,technical,medium,EMP02558
0.53,0.73,4,248,2,0,0,0,technical,medium,EMP02559
0.87,0.75,3,132,3,0,0,0,technical,medium,EMP02560
0.68,0.7,4,185,4,0,0,0,technical,medium,EMP02561
0.78,0.84,3,269,2,0,0,0,technical,medium,EMP02562
0.49,0.95,4,156,2,0,0,0,technical,medium,EMP02563
0.96,0.81,3,212,3,0,0,0,support,medium,EMP02564
0.83,0.74,3,221,2,0,0,0,support,medium,EMP02565
0.48,0.67,5,273,3,0,0,0,support,medium,EMP02566
0.63,0.86,4,271,3,1,0,0,support,medium,EMP02567
0.87,0.38,4,183,5,0,0,0,support,medium,EMP02568
0.21,0.9,4,271,6,0,0,0,support,high,EMP02569
0.79,0.58,5,165,3,0,0,0,support,low,EMP02570
0.8,0.96,3,257,5,0,0,0,support,medium,EMP02571
0.78,0.82,4,143,3,0,0,0,support,medium,EMP02572
0.67,0.65,5,156,2,0,0,0,support,medium,EMP02573
0.67,0.71,3,190,3,1,0,0,support,medium,EMP02574
0.26,0.67,2,242,6,0,0,0,technical,low,EMP02575
0.89,0.83,5,267,4,0,0,0,technical,low,EMP02576
0.7,0.53,4,152,3,0,0,0,technical,low,EMP02577
0.51,0.48,5,136,4,0,0,0,management,low,EMP02578
0.53,0.88,3,157,3,0,0,0,IT,low,EMP02579
0.76,0.51,4,281,3,0,0,0,IT,low,EMP02580
0.86,0.93,5,208,2,0,0,0,IT,low,EMP02581
0.63,0.96,5,152,3,0,0,0,IT,low,EMP02582
0.58,0.86,5,271,3,0,0,0,IT,low,EMP02583
0.58,0.83,4,163,3,1,0,0,product_mng,low,EMP02584
0.9,0.82,4,136,3,0,0,0,product_mng,low,EMP02585
0.79,0.57,4,233,2,0,0,0,product_mng,low,EMP02586
0.8,0.74,4,221,4,0,0,0,product_mng,low,EMP02587
0.53,0.65,2,189,2,1,0,0,IT,low,EMP02588
0.52,0.84,2,226,3,0,0,0,RandD,low,EMP02589
0.82,0.59,5,201,3,0,0,0,RandD,low,EMP02590
0.68,0.9,2,133,4,0,0,0,RandD,low,EMP02591
0.21,0.61,3,173,2,0,0,0,RandD,low,EMP02592
0.81,0.5,4,152,3,1,0,0,RandD,low,EMP02593
0.57,0.9,3,256,4,0,0,0,RandD,low,EMP02594
0.99,0.72,3,119,2,1,0,0,marketing,low,EMP02595
0.9,1,4,207,3,0,0,0,sales,medium,EMP02596
0.76,0.64,3,189,3,0,0,0,accounting,medium,EMP02597
0.56,0.92,4,172,2,0,0,0,support,medium,EMP02598
0.5,0.93,6,150,3,1,0,0,technical,medium,EMP02599
0.48,0.89,5,179,3,0,0,0,management,medium,EMP02600
0.99,0.97,3,257,2,0,0,0,marketing,medium,EMP02601
0.76,0.8,5,229,2,0,0,0,marketing,medium,EMP02602
